project,file,line,resultStatus,durationMs,category,symptom,title,error
"chromium-authenticated","tests/admin-dashboard.spec.ts","72","failed","5971","admin/editor/authenticated UI","6s timeout","admin-dashboard.spec.ts › admin dashboard recent content sections show linked titles and summary metadata","Error: expect(locator).toBeVisible() failed Locator: getByTestId('works-card-link').first() Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByTestId('works-card-link').first() 76 | const firstBlogCard = page.getByTestId('blog-posts-card-link').first() 77 | > 78 | await expect(firstWorkCard).toBeVisible() | ^ 79 | await expect(firstWorkCard).toHaveAttribute('href', /\/admin\/works\/.+\?returnTo=%2Fadmin%2Fdashboard/) 80 | await expect(firstWorkCard.getByRole('heading', { level: 3 })).toHaveText(/\S+/) 81 | await expect(firstWorkCard).toContainText(/Published|Draft/) at /work/tests/admin-dashboard.spec.ts:78:31"
"chromium-authenticated","tests/admin-home-extreme-input.spec.ts","6","timedOut","32200","admin/editor/authenticated UI","32s timeout","admin-home-extreme-input.spec.ts › home page editor persists mixed Korean, English, and punctuation input","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByRole('heading', { name: 'Home Page - Hero Section' }).locator('xpath=ancestor::div[contains(@class, ""space-y-6"")][1]').getByLabel('Headline') 14 | await page.goto('/admin/pages') 15 | const homeEditor = page.getByRole('heading', { name: 'Home Page - Hero Section' }).locator('xpath=ancestor::div[contains(@class, ""space-y-6"")][1]') > 16 | await homeEditor.getByLabel('Headline').fill(headline) | ^ 17 | await homeEditor.getByLabel('Intro Text').fill(introText) 18 | 19 | await Promise.all([ at /work/tests/admin-home-extreme-input.spec.ts:16:43"
"chromium-authenticated","tests/admin-home-image-upload.spec.ts","7","failed","5872","admin/editor/authenticated UI","redirected to login","admin-home-image-upload.spec.ts › home page editor uploads a profile image and public home renders it","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/pages/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 11 | 12 | await page.goto('/admin/pages') > 13 | await expect(page).toHaveURL(/\/admin\/pages/) | ^ 14 | 15 | const homeSection = page.locator('#home-page-editor') 16 | await expect(homeSection.getByText('Home Page - Hero Section')).toBeVisible() at /work/tests/admin-home-image-upload.spec.ts:13:22"
"chromium-authenticated","tests/admin-home-image-validation.spec.ts","6","failed","5895","admin/editor/authenticated UI","redirected to login","admin-home-image-validation.spec.ts › home page image upload shows explicit error when backend upload fails","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/pages/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 20 | 21 | await page.goto('/admin/pages') > 22 | await expect(page).toHaveURL(/\/admin\/pages/) | ^ 23 | 24 | const homeSection = page.locator('#home-page-editor') 25 | await expect(homeSection.getByText('Home Page - Hero Section')).toBeVisible() at /work/tests/admin-home-image-validation.spec.ts:22:22"
"chromium-authenticated","tests/admin-input-exceptions.spec.ts","6","timedOut","32106","admin/editor/authenticated UI","32s timeout","admin-input-exceptions.spec.ts › admin work editor no longer exposes raw json metadata editing","Test timeout of 30000ms exceeded. Error: locator.click: Test timeout of 30000ms exceeded. Call log: - waiting for getByRole('tab', { name: 'Media & Videos' }) 7 | await page.goto('/admin/works/new') 8 | > 9 | await page.getByRole('tab', { name: 'Media & Videos' }).click() | ^ 10 | await expect(page.getByRole('heading', { name: 'Flexible Metadata' })).toBeVisible() 11 | await expect(page.getByRole('button', { name: 'Add Field' })).toBeVisible() 12 | await expect(page.locator('textarea')).toHaveCount(0) at /work/tests/admin-input-exceptions.spec.ts:9:59"
"chromium-authenticated","tests/admin-input-exceptions.spec.ts","15","timedOut","32091","admin/editor/authenticated UI","editor title field not reachable","admin-input-exceptions.spec.ts › admin blog editor surfaces save failure when backend rejects input","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 28 | 29 | await page.goto('/admin/blog/new') > 30 | await page.getByLabel('Title').fill(`Broken Blog ${Date.now()}`) | ^ 31 | await page.getByLabel('Tags (comma separated)').fill('qa, failure') 32 | await page.locator('.tiptap.ProseMirror').first().click() 33 | await page.keyboard.type('Body that should trigger save failure') at /work/tests/admin-input-exceptions.spec.ts:30:34"
"chromium-authenticated","tests/admin-input-exceptions.spec.ts","40","failed","5824","admin/editor/authenticated UI","6s timeout","admin-input-exceptions.spec.ts › admin resume upload rejects non-pdf files","Error: expect(locator).toBeVisible() failed Locator: locator('#resume-editor').getByText('Resume Management') Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for locator('#resume-editor').getByText('Resume Management') 46 | 47 | const resumeSection = page.locator('#resume-editor') > 48 | await expect(resumeSection.getByText('Resume Management')).toBeVisible() | ^ 49 | if (await resumeSection.getByText('Resume PDF Uploaded').isVisible()) { 50 | await resumeSection.locator('button:has(svg.lucide-trash-2)').click() 51 | await expect(resumeSection.getByText('No resume uploaded yet.')).toBeVisible() at /work/tests/admin-input-exceptions.spec.ts:48:62"
"chromium-authenticated","tests/admin-members.spec.ts","5","failed","5914","admin/editor/authenticated UI","6s timeout","admin-members.spec.ts › admin members page lists joined users with privacy-safe fields","Error: expect(locator).toBeVisible() failed Locator: getByRole('heading', { name: 'Members' }) Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByRole('heading', { name: 'Members' }) 6 | await page.goto('/admin/members') 7 | > 8 | await expect(page.getByRole('heading', { name: 'Members' })).toBeVisible() | ^ 9 | await expect(page.getByText(/privacy-safe/i)).toBeVisible() 10 | await expect(page.getByTestId('member-row').first()).toBeVisible() 11 | await expect(page.getByText('admin@example.com')).toBeVisible() at /work/tests/admin-members.spec.ts:8:64"
"chromium-authenticated","tests/admin-menus.spec.ts","6","failed","5754","admin/editor/authenticated UI","redirected to login","admin-menus.spec.ts › authenticated admin sees primary admin menus","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 7 | await page.goto('/admin/dashboard') 8 | > 9 | await expect(page).toHaveURL(/\/admin/) | ^ 10 | const nav = page.getByRole('navigation') 11 | await expect(nav.getByRole('link', { name: 'Dashboard' })).toBeVisible() 12 | await expect(nav.getByRole('link', { name: 'Works' })).toBeVisible() at /work/tests/admin-menus.spec.ts:9:22"
"chromium-authenticated","tests/admin-mermaid-public-independence.spec.ts","59","failed","489","recording/batch fixtures","other assertion/error","admin-mermaid-public-independence.spec.ts › public blog and work pages stay stable when mermaid content exists","Error: expect(received).toBeTruthy() Received: false 30 | }, 31 | }) > 32 | expect(response.ok()).toBeTruthy() | ^ 33 | return await response.json() as { id: string; slug: string } 34 | } 35 | at createBlog (/work/tests/admin-mermaid-public-independence.spec.ts:32:25) at /work/tests/admin-mermaid-public-independence.spec.ts:72:23"
"chromium-authenticated","tests/admin-pages-settings.spec.ts","24","failed","5889","admin/editor/authenticated UI","redirected to login","admin-pages-settings.spec.ts › admin can update site settings from admin pages","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/pages/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 30 | 31 | await page.goto('/admin/pages') > 32 | await expect(page).toHaveURL(/\/admin\/pages/) | ^ 33 | await page.getByRole('link', { name: 'Edit introduction page' }).click() 34 | await expect(page).toHaveURL(/#introduction-page-editor$/) 35 | at /work/tests/admin-pages-settings.spec.ts:32:22"
"chromium-authenticated","tests/admin-pages-settings.spec.ts","56","timedOut","32258","admin/editor/authenticated UI","32s timeout","admin-pages-settings.spec.ts › admin can update the introduction page from admin pages","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for locator('#introduction-page-editor').getByLabel('Content (HTML/Text)') 63 | await page.goto('/admin/pages') 64 | const introSection = page.locator('#introduction-page-editor') > 65 | await introSection.getByLabel('Content (HTML/Text)').fill(`<p>${introText}</p>`) | ^ 66 | await measureStep( 67 | testInfo, 68 | 'Admin introduction page save to public refresh', at /work/tests/admin-pages-settings.spec.ts:65:56"
"chromium-authenticated","tests/admin-pages-settings.spec.ts","84","timedOut","32403","admin/editor/authenticated UI","32s timeout","admin-pages-settings.spec.ts › admin can update the contact page from admin pages","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for locator('#contact-page-editor').getByLabel('Content (HTML/Text)') 91 | await page.goto('/admin/pages') 92 | const contactSection = page.locator('#contact-page-editor') > 93 | await contactSection.getByLabel('Content (HTML/Text)').fill(`<p>${contactText}</p>`) | ^ 94 | await measureStep( 95 | testInfo, 96 | 'Admin contact page save to public refresh', at /work/tests/admin-pages-settings.spec.ts:93:58"
"chromium-authenticated","tests/admin-pages-validation.spec.ts","5","failed","5877","admin/editor/authenticated UI","redirected to login","admin-pages-validation.spec.ts › admin pages save fails for overlong introduction title","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/pages/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 5 | test('admin pages save fails for overlong introduction title', async ({ page }) => { 6 | await page.goto('/admin/pages') > 7 | await expect(page).toHaveURL(/\/admin\/pages/) | ^ 8 | 9 | await page.locator('input[name=""title""]').first().fill('T'.repeat(201)) 10 | at /work/tests/admin-pages-validation.spec.ts:7:22"
"chromium-authenticated","tests/admin-regression-flow-captures.spec.ts","15","timedOut","32099","admin/editor/authenticated UI","editor title field not reachable","admin-regression-flow-captures.spec.ts › captures before, during, and after states for AI fixer and thumbnail fallback flows","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 44 | 45 | await page.goto('/admin/blog/new') > 46 | await page.getByLabel('Title').fill(`Capture Flow ${Date.now()}`) | ^ 47 | await page.locator('form .tiptap.ProseMirror').first().fill('rough draft before ai fix') 48 | await saveShot(page, 'ai-fixer-before-open.png') 49 | at /work/tests/admin-regression-flow-captures.spec.ts:46:34"
"chromium-authenticated","tests/admin-regression-screenshot-capture.spec.ts","14","timedOut","32076","admin/editor/authenticated UI","editor title field not reachable","admin-regression-screenshot-capture.spec.ts › captures AI dialog, batch panel, and work media states","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 14 | test('captures AI dialog, batch panel, and work media states', async ({ page }) => { 15 | await page.goto('/admin/blog/new') > 16 | await page.getByLabel('Title').fill(`Screenshot Capture ${Date.now()}`) | ^ 17 | await page.locator('form .tiptap.ProseMirror').first().click() 18 | await page.keyboard.type('capture the ai dialog state') 19 | await page.getByRole('button', { name: 'AI Content Fixer' }).click() at /work/tests/admin-regression-screenshot-capture.spec.ts:16:34"
"chromium-authenticated","tests/admin-resume-upload.spec.ts","7","failed","5875","admin/editor/authenticated UI","6s timeout","admin-resume-upload.spec.ts › admin can upload a resume pdf and public resume page exposes download","Error: expect(locator).toBeVisible() failed Locator: locator('#resume-editor').getByText('Resume Management') Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for locator('#resume-editor').getByText('Resume Management') 12 | await page.goto('/admin/pages') 13 | const resumeSection = page.locator('#resume-editor') > 14 | await expect(resumeSection.getByText('Resume Management')).toBeVisible() | ^ 15 | 16 | if (await resumeSection.getByText('Resume PDF Uploaded').isVisible()) { 17 | await resumeSection.locator('button:has(svg.lucide-trash-2)').click() at /work/tests/admin-resume-upload.spec.ts:14:62"
"chromium-authenticated","tests/admin-resume-upload.spec.ts","52","failed","5850","admin/editor/authenticated UI","6s timeout","admin-resume-upload.spec.ts › admin can delete the uploaded resume and clear the public resume page","Error: expect(locator).toBeVisible() failed Locator: locator('#resume-editor').getByText('Resume Management') Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for locator('#resume-editor').getByText('Resume Management') 57 | await page.goto('/admin/pages') 58 | const resumeSection = page.locator('#resume-editor') > 59 | await expect(resumeSection.getByText('Resume Management')).toBeVisible() | ^ 60 | 61 | if (!(await resumeSection.getByText('Resume PDF Uploaded').isVisible())) { 62 | const fileInput = resumeSection.locator('#resume-upload') at /work/tests/admin-resume-upload.spec.ts:59:62"
"chromium-authenticated","tests/admin-resume-validation.spec.ts","6","failed","5859","admin/editor/authenticated UI","redirected to login","admin-resume-validation.spec.ts › resume editor rejects non-pdf uploads and stays on admin page","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/pages/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 10 | 11 | await page.goto('/admin/pages') > 12 | await expect(page).toHaveURL(/\/admin\/pages/) | ^ 13 | const resumeSection = page.locator('#resume-editor') 14 | await expect(resumeSection.getByText('Resume Management')).toBeVisible() 15 | at /work/tests/admin-resume-validation.spec.ts:12:22"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","178","failed","5821","admin/editor/authenticated UI","admin row not reachable","admin-search-pagination.spec.ts › admin blog page supports title search and compact pagination controls","Error: expect(locator).toBeVisible() failed Locator: getByTestId('admin-blog-row').first() Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByTestId('admin-blog-row').first() 180 | 181 | const rows = page.getByTestId('admin-blog-row') > 182 | await expect(rows.first()).toBeVisible() | ^ 183 | 184 | const titles = await rows.locator('td:nth-child(2) a').allTextContents() 185 | const searchTitle = titles.find(Boolean)?.trim() ?? '' at /work/tests/admin-search-pagination.spec.ts:182:30"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","212","failed","610","admin/editor/authenticated UI","other assertion/error","admin-search-pagination.spec.ts › admin blog pagination adapts the row count across desktop, tablet, and mobile widths","Error: expect(received).toBeTruthy() Received: false 61 | }, 62 | }) > 63 | expect(response.ok()).toBeTruthy() | ^ 64 | } 65 | } 66 | at seedBlogs (/work/tests/admin-search-pagination.spec.ts:63:27) at /work/tests/admin-search-pagination.spec.ts:215:3"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","227","failed","675","admin/editor/authenticated UI","admin API 401 fixture/setup","admin-search-pagination.spec.ts › admin blog edit and delete keep the current filtered page location","Error: page.evaluate: Error: Failed to seed blog ""Playwright ReturnTo 1777132914006 01"": 401 at eval (eval at evaluate (:290:30), <anonymous>:32:15) at async <anonymous>:316:30 at eval (eval at evaluate (:290:30), <anonymous>:32:15) at async <anonymous>:316:30 at seedBlogsWithPrefix (/work/tests/admin-search-pagination.spec.ts:68:14) at /work/tests/admin-search-pagination.spec.ts:233:9"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","308","failed","5822","admin/editor/authenticated UI","admin row not reachable","admin-search-pagination.spec.ts › admin works page supports title search and compact pagination controls","Error: expect(locator).toBeVisible() failed Locator: getByTestId('admin-work-row').first() Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByTestId('admin-work-row').first() 310 | 311 | const rows = page.getByTestId('admin-work-row') > 312 | await expect(rows.first()).toBeVisible() | ^ 313 | 314 | const titles = await rows.locator('td:nth-child(3) a').allTextContents() 315 | const searchTitle = titles.find(Boolean)?.trim() ?? '' at /work/tests/admin-search-pagination.spec.ts:312:30"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","344","failed","440","admin/editor/authenticated UI","other assertion/error","admin-search-pagination.spec.ts › admin search ignores punctuation, spacing, and case without resetting typed input","Error: expect(received).toBeTruthy() Received: false 152 | }, 153 | }) > 154 | expect(blogResponse.ok()).toBeTruthy() | ^ 155 | 156 | const workResponse = await request.post('/api/admin/works', { 157 | headers: { at seedNormalizedSearchFixtures (/work/tests/admin-search-pagination.spec.ts:154:29) at /work/tests/admin-search-pagination.spec.ts:345:36"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","379","failed","710","admin/editor/authenticated UI","other assertion/error","admin-search-pagination.spec.ts › admin works pagination adapts the row count across desktop, tablet, and mobile widths","Error: expect(received).toBeTruthy() Received: false 124 | }, 125 | }) > 126 | expect(response.ok()).toBeTruthy() | ^ 127 | } 128 | } 129 | at seedWorks (/work/tests/admin-search-pagination.spec.ts:126:27) at /work/tests/admin-search-pagination.spec.ts:382:3"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","394","failed","652","admin/editor/authenticated UI","other assertion/error","admin-search-pagination.spec.ts › admin work edit and delete keep the current filtered page location","Error: expect(received).toBeTruthy() Received: false 421 | }, 422 | }) > 423 | expect(response.ok()).toBeTruthy() | ^ 424 | } 425 | 426 | await page.goto(expectedPathname) at /work/tests/admin-search-pagination.spec.ts:423:27"
"chromium-authenticated","tests/admin-search-pagination.spec.ts","499","failed","5877","admin/editor/authenticated UI","6s timeout","admin-search-pagination.spec.ts › admin dashboard supports independent title search for works and blog collections","Error: expect(locator).toBeVisible() failed Locator: locator('section').filter({ has: getByRole('heading', { name: 'Works' }) }).first().locator('[data-testid=""works-card-link""] h3').first() Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for locator('section').filter({ has: getByRole('heading', { name: 'Works' }) }).first().locator('[data-testid=""works-card-link""] h3').first() 506 | const blogCards = blogsSection.locator('[data-testid=""blog-posts-card-link""] h3') 507 | > 508 | await expect(workCards.first()).toBeVisible() | ^ 509 | await expect(blogCards.first()).toBeVisible() 510 | 511 | const workTitles = await workCards.allTextContents() at /work/tests/admin-search-pagination.spec.ts:508:35"
"chromium-authenticated","tests/admin-site-settings-extreme-input.spec.ts","7","timedOut","32102","admin/editor/authenticated UI","32s timeout","admin-site-settings-extreme-input.spec.ts › site settings persist mixed special-character owner and tagline values","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for locator('#ownerName') 14 | 15 | await page.goto('/admin/pages') > 16 | await page.locator('#ownerName').fill(ownerName) | ^ 17 | await page.locator('#tagline').fill(tagline) 18 | 19 | await measureStep( at /work/tests/admin-site-settings-extreme-input.spec.ts:16:36"
"chromium-authenticated","tests/admin-work-auto-thumbnail.spec.ts","15","timedOut","32052","works video/admin media","editor title field not reachable","admin-work-auto-thumbnail.spec.ts › auto-fills thumbnail from an uploaded video when no manual thumbnail exists","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | async function fillWorkBasics(page: Page, title: string, category = 'video') { 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill(category) 12 | await page.locator('.tiptap.ProseMirror').first().fill(`Auto thumbnail coverage for ${title}`) 13 | } at fillWorkBasics (/work/tests/admin-work-auto-thumbnail.spec.ts:10:34) at /work/tests/admin-work-auto-thumbnail.spec.ts:18:3"
"chromium-authenticated","tests/admin-work-auto-thumbnail.spec.ts","40","timedOut","32084","works video/admin media","editor title field not reachable","admin-work-auto-thumbnail.spec.ts › prefers uploaded-video auto thumbnails over youtube thumbnails","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | async function fillWorkBasics(page: Page, title: string, category = 'video') { 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill(category) 12 | await page.locator('.tiptap.ProseMirror').first().fill(`Auto thumbnail coverage for ${title}`) 13 | } at fillWorkBasics (/work/tests/admin-work-auto-thumbnail.spec.ts:10:34) at /work/tests/admin-work-auto-thumbnail.spec.ts:50:3"
"chromium-authenticated","tests/admin-work-auto-thumbnail.spec.ts","72","timedOut","32093","works video/admin media","editor title field not reachable","admin-work-auto-thumbnail.spec.ts › falls back to the first content image when there are no videos and no explicit thumbnail","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | async function fillWorkBasics(page: Page, title: string, category = 'video') { 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill(category) 12 | await page.locator('.tiptap.ProseMirror').first().fill(`Auto thumbnail coverage for ${title}`) 13 | } at fillWorkBasics (/work/tests/admin-work-auto-thumbnail.spec.ts:10:34) at /work/tests/admin-work-auto-thumbnail.spec.ts:75:3"
"chromium-authenticated","tests/admin-work-auto-thumbnail.spec.ts","102","timedOut","32057","works video/admin media","editor title field not reachable","admin-work-auto-thumbnail.spec.ts › auto-fills a thumbnail when the work only has a YouTube video","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | async function fillWorkBasics(page: Page, title: string, category = 'video') { 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill(category) 12 | await page.locator('.tiptap.ProseMirror').first().fill(`Auto thumbnail coverage for ${title}`) 13 | } at fillWorkBasics (/work/tests/admin-work-auto-thumbnail.spec.ts:10:34) at /work/tests/admin-work-auto-thumbnail.spec.ts:105:3"
"chromium-authenticated","tests/admin-work-auto-thumbnail.spec.ts","125","timedOut","32131","works video/admin media","editor title field not reachable","admin-work-auto-thumbnail.spec.ts › auto-fills a thumbnail when an existing work without one gets an uploaded video","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | async function fillWorkBasics(page: Page, title: string, category = 'video') { 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill(category) 12 | await page.locator('.tiptap.ProseMirror').first().fill(`Auto thumbnail coverage for ${title}`) 13 | } at fillWorkBasics (/work/tests/admin-work-auto-thumbnail.spec.ts:10:34) at /work/tests/admin-work-auto-thumbnail.spec.ts:128:3"
"chromium-authenticated","tests/admin-work-edit.spec.ts","7","timedOut","32090","admin/editor/authenticated UI","admin row not reachable","admin-work-edit.spec.ts › admin can edit an existing work entry with mixed special input","Test timeout of 30000ms exceeded. Error: locator.getAttribute: Test timeout of 30000ms exceeded. Call log: - waiting for getByTestId('admin-work-row').first().locator('td').nth(2).getByRole('link') 16 | .nth(2) 17 | .getByRole('link') > 18 | .getAttribute('href') | ^ 19 | expect(editHref).toMatch(/\/admin\/works\//) 20 | await page.goto(editHref!) 21 | await expect(page).toHaveURL(/\/admin\/works\//) at /work/tests/admin-work-edit.spec.ts:18:6"
"chromium-authenticated","tests/admin-work-image-upload.spec.ts","7","failed","5913","admin/editor/authenticated UI","redirected to login","admin-work-image-upload.spec.ts › work editor uploads thumbnail/icon media and reuses them across admin/public views","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/works\/new/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 9 | 10 | await page.goto('/admin/works/new') > 11 | await expect(page).toHaveURL(/\/admin\/works\/new/) | ^ 12 | 13 | await page.getByLabel('Title').fill(title) 14 | await page.getByLabel('Category').fill('media') at /work/tests/admin-work-image-upload.spec.ts:11:22"
"chromium-authenticated","tests/admin-work-publish.spec.ts","7","failed","5885","admin/editor/authenticated UI","redirected to login","admin-work-publish.spec.ts › admin can create and publish a work that appears on public works page","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/works\/new/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 9 | 10 | await page.goto('/admin/works/new') > 11 | await expect(page).toHaveURL(/\/admin\/works\/new/) | ^ 12 | await expect(page.getByLabel('Category')).toHaveValue('Uncategorized') 13 | await expect(page.getByLabel('Title')).toBeVisible() 14 | await page.evaluate((titleValue) => { at /work/tests/admin-work-publish.spec.ts:11:22"
"chromium-authenticated","tests/admin-work-publish.spec.ts","63","timedOut","32139","admin/editor/authenticated UI","editor title field not reachable","admin-work-publish.spec.ts › admin can keep a work as draft and publish it later","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 65 | 66 | await page.goto('/admin/works/new') > 67 | await page.getByLabel('Title').fill(title) | ^ 68 | await page.getByLabel('Category').fill('draft') 69 | await page.getByRole('checkbox', { name: 'Published' }).uncheck() 70 | await page.locator('.tiptap.ProseMirror').first().fill(`This work starts as a draft for ${title}.`) at /work/tests/admin-work-publish.spec.ts:67:34"
"chromium-authenticated","tests/admin-work-publish.spec.ts","109","timedOut","32334","admin/editor/authenticated UI","editor title field not reachable","admin-work-publish.spec.ts › admin can toggle a published work back to draft and publish it again","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 111 | 112 | await page.goto('/admin/works/new') > 113 | await page.getByLabel('Title').fill(title) | ^ 114 | await page.getByLabel('Category').fill('toggle') 115 | await page.locator('.tiptap.ProseMirror').first().fill(`This work exercises publish toggles for ${title}.`) 116 | at /work/tests/admin-work-publish.spec.ts:113:34"
"chromium-authenticated","tests/admin-work-special-input.spec.ts","6","timedOut","32232","admin/editor/authenticated UI","editor title field not reachable","admin-work-special-input.spec.ts › work editor accepts Korean and punctuation-heavy input and publishes publicly","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 9 | 10 | await page.goto('/admin/works/new') > 11 | await page.getByLabel('Title').fill(title) | ^ 12 | await page.getByLabel('Category').fill('qa-한글') 13 | await page.getByLabel('Tags (comma separated)').fill('qa,한글,!!!') 14 | await page.locator('.tiptap.ProseMirror').first().fill(content) at /work/tests/admin-work-special-input.spec.ts:11:34"
"chromium-authenticated","tests/admin-work-validation.spec.ts","5","failed","5910","admin/editor/authenticated UI","redirected to login","admin-work-validation.spec.ts › work editor exposes structured metadata controls instead of raw json","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/works\/new/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 5 | test('work editor exposes structured metadata controls instead of raw json', async ({ page }) => { 6 | await page.goto('/admin/works/new') > 7 | await expect(page).toHaveURL(/\/admin\/works\/new/) | ^ 8 | 9 | await page.getByRole('tab', { name: 'Media & Videos' }).click() 10 | await expect(page.getByRole('heading', { name: 'Flexible Metadata' })).toBeVisible() at /work/tests/admin-work-validation.spec.ts:7:22"
